busId,busName,lng,lat
2167,방산시장.훈련원종합체육관,127.00225255,37.567953342
2168,을지로5가.훈련원종합체육관,127.00242177,37.565816867
2169,을지로6가.국립중앙의료원,127.00640754,37.566179475
2170,광희동,127.00729416,37.565033397
2171,광희동,127.0075739,37.565083791
2172,을지로6가.국립중앙의료원,127.00582826,37.566406422
2173,동대문역사문화공원,127.00842312,37.567319973
2174,동대문역사문화공원,127.00898022,37.567625568
2177,충무아트센터.스포츠센터.중부소방서,127.01405221,37.565158445
2178,충무아트센터.스포츠센터.중부소방서,127.01472214,37.565121449
2179,성동공업고등학교(무궁화회관),127.01589313,37.568356311
2180,성동공업고등학교앞,127.01601421,37.568687739
2181,신당역.중앙시장앞,127.01874497,37.565685175
2182,신당역.중앙시장앞,127.01947617,37.565586108
2183,성동고등학교,127.02204065,37.565511317
2184,성동고등학교,127.02258015,37.565286951
2187,신당동떡볶이타운.중구여성플라자,127.01505958,37.562606726
2188,신당동떡볶이타운.중구여성플라자,127.01507828,37.562351149
2189,신당동.청구역,127.01310069,37.558991435
2190,신당동.청구역,127.01308123,37.559238716
2191,약수역2번출구.가온도서관,127.01117922,37.555969613
2192,약수역3번출구.약수하이츠,127.01124997,37.555794663
2193,약수역4번출구.금호터널입구,127.01188014,37.553325524
2194,약수역5번출구.금호터널입구,127.01201117,37.553011255
2195,약수역8번출구.신당사회복지관,127.0099899,37.55385196
2196,약수역7번출구.약수동주민센터,127.00922007,37.552935406
2197,송도병원앞,127.00765646,37.550272593
2198,송도병원앞,127.00750339,37.550218677
2199,약수역1번출구,127.00955672,37.556344764
2201,장충체육관앞,127.00771116,37.558402724
2202,장충체육관앞,127.00790199,37.558081152
2203,장충동.동국대입구,127.00580937,37.560647216
2204,장충동.동국대입구,127.00566767,37.560656267
2205,퇴계로6가,127.00389457,37.563418844
2206,퇴계로6가,127.00329914,37.563431823
2207,퇴계로5가,126.99993,37.562480111
2208,퇴계로5가,126.99991005,37.562629259
2209,국립극장.반얀트리호텔,127.000734,37.551223
2210,국립극장.반얀트리호텔,127.00104137,37.551615646
2211,청구역,127.0146421,37.559936298
2212,청구역,127.01426521,37.560005784
2213,동화동,127.01832943,37.559915192
2214,동화동,127.01828782,37.5598546
2215,백범광장,126.9801102,37.555614702
2218,남대문경찰서,126.9736348,37.553819149
2219,남대문시장앞.이회영활동터,126.9762193,37.56037765
2222,동대입구역.장충동,127.00543296,37.558119238
2223,약수역10번출구,127.00934945,37.556268336
2224,청계1가.광교,126.98365886,37.568586782
2225,청계2가.삼일교,126.98853017,37.568000001
2226,청계4가.배오개다리,126.99714408,37.568677606
2227,청계5가.방산시장,127.00063858,37.569250425
2228,청계6가.평화시장,127.00448184,37.569497996
2229,청계7가.동평화.청평화시장,127.01384878,37.569626282
2230,청계8가.영도교,127.01874703,37.570746994
2233,신한은행본점,126.97571043,37.561165072
2235,동대문역사문화공원,127.00916151,37.565520877
2236,버티고개,127.00601819,37.54784044
2237,버티고개,127.00578241,37.54769596
2240,청계3가.세운교,126.99378548,37.56836118
2241,청계6가.오간수교,127.00902497,37.569608678
2242,충무로역.매일경제,126.99324233,37.561679176
2246,을지로입구역.광교,126.9826166,37.567554377
2252,신당파인힐하나유보라,127.02474409,37.564986273
2253,명동입구,126.98244659,37.56475657
2254,남산북측순환로입구,126.99880822,37.550695411
2255,신당동삼성아파트.금호여중,127.01881875,37.558543028
2256,신당동대우푸르지오.금호여중,127.01915226,37.557910984
2257,황학동주민센터,127.02352494,37.566859199
2258,신당초등학교앞,127.02395879,37.56453352
2259,금호베스트빌.래미안하이베르,127.02411139,37.561552455
2260,금호베스트빌.래미안하이베르,127.02424738,37.562228556
2261,신당초등학교,127.02418896,37.564287329
2262,서대문경찰서.농협은행.유관순활동터,126.96738522,37.565225925
2272,방산종합시장,127.00204881,37.567811133
2273,황학동롯데캐슬,127.02216303,37.571707999
2274,광희문.광희동사거리,127.00863141,37.564477428
2275,광희문.광희동사거리,127.00940217,37.564465062
2277,황학동롯데캐슬,127.0233572,37.570947298
2278,한국은행.신세계앞,126.97930911,37.561342399
2279,서울기동대.광희초등학교,127.01457794,37.567962671
2280,동대문디자인플라자,127.01200868,37.567861455
2281,서대문역사거리.농협중앙회,126.96876289,37.56782041
2282,서울스퀘어앞,126.9727847,37.555318495
2283,북창동.남대문시장,126.97694009,37.560806687
2284,힐튼호텔,126.97665297,37.556203864
2285,힐튼호텔,126.97661223,37.556605601
2286,시청앞.덕수궁,126.9770031,37.566215955
2287,남대문세무서.국가인권위원회,126.98768019,37.565079839
2288,장충문화체육센터.권기옥활동터,127.00272201,37.560181406
2289,남산1호터널,126.99226861,37.557419985
2291,남산예장버스환승주차장,126.98931134,37.559199571
2501,약수역.3.6호선,127.01236785,37.552646106
2502,조선일보,126.97688396,37.568849592
2503,시청역,126.97702141,37.56564001
2505,서울역,126.97152787,37.558239227
2506,숭례문앞,126.97652318,37.562702045
2507,프레스센터,126.97726226,37.567357558
2510,신당역하나은행,127.02176948,37.565441837
2513,염천교,126.97112137,37.559804807
2514,중림동입구.서소문성지역사박물관,126.96920253,37.558476986
2515,서울역서부,126.96921123,37.555996543
2516,한국경제신문사,126.96783065,37.560896247
2518,응봉근린공원.금호산,127.01702842,37.553781953
2519,서울방송고등학교.남산타운아파트,127.01240772,37.549584558
2520,서울방송고등학교.남산타운아파트,127.01240324,37.549514658
2521,중구청소년센터.남산타운2상가,127.0124254,37.551654369
2522,중구청소년센터.남산타운2상가,127.01226392,37.551751464
2523,약수시장.남산타운동문,127.01072813,37.551574048
2524,약수지구대,127.01215647,37.552643301
2639,롯데호텔,126.98030327,37.565917379
2640,웨스틴조선호텔,126.97965042,37.56425329
2641,서울광장,126.97864056,37.56523615
2643,코리아나호텔,126.97690674,37.568427371
2649,서소문KAL빌딩,126.97467318,37.563382142
2652,앰배서더호텔,127.00275601,37.559779462
2669,명동역.세종호텔,126.98658849,37.561039486
2679,충무로역.호텔피제이,126.99558859,37.561639979
2680,남대문시장,126.97869741,37.561077936
2681,이비스엠버서더호텔,126.98241481,37.564644841
2685,서울역,126.97155254,37.558158195
2692,약수역,127.00994085,37.553771908
2693,밀레니엄힐튼호텔,126.97596425,37.555466888
2694,서울역,126.97181907,37.557973082
2695,라마다.스위트호텔,126.97211426,37.560633147
2699,서울플라자호텔,126.97789877,37.564158533
2710,더스프라지르서울동대문,127.00737874,37.564526262
